path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/750_picacho/README.md,historical,maintenance area: docs/750_picacho,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/750_picacho/historical_project_bundle/BATCH_PROCESSING_COMPLETE.md,historical,maintenance area: docs/750_picacho/historical_project_bundle,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/750_picacho/historical_project_bundle/DELIVERY_PACKAGE.txt,historical,maintenance area: docs/750_picacho/historical_project_bundle,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/750_picacho/historical_project_bundle/POOL_PROCESSING_PLAN.md,historical,maintenance area: docs/750_picacho/historical_project_bundle,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/750_picacho/historical_project_bundle/PROCESSING_COMPLETE.md,historical,maintenance area: docs/750_picacho/historical_project_bundle,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/750_picacho/historical_project_bundle/PROJECT_INFO.md,historical,maintenance area: docs/750_picacho/historical_project_bundle,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/750_picacho/historical_project_bundle/README.md,historical,maintenance area: docs/750_picacho/historical_project_bundle,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/README.md,canonical,maintenance area: docs,docs/README.md,maintain with source contracts,Navigation or historical boundary corrected; no paragraph-level implementation review claimed.,navigation-only review,Coordinator diff review; DOCUMENTATION_MAP.md; exact tracked target and available git relocation history where links changed
docs/_archive/2025-pr-review-cycle/BUG_REPORT_CODE_REVIEW.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2025-pr-review-cycle/CODEBASE_OPTIMIZATION_2025.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2025-pr-review-cycle/PR216_REVIEW_SUMMARY.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2025-pr-review-cycle/PR_ACTIONABLE_FIXES.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2025-pr-review-cycle/PR_CONSOLIDATION_ANALYSIS.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2025-pr-review-cycle/PR_REVIEW_SUMMARY.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2025-pr-review-cycle/README.md,archive-only,maintenance area: docs/_archive/2025-pr-review-cycle,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-02/PR_845_ACTION_PLAN.md,archive-only,maintenance area: docs/_archive/2026-02,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-02/PR_STAGNATION_ANALYSIS_2026-02-07.md,archive-only,maintenance area: docs/_archive/2026-02,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-03-legacy-prs/PR100_FIX_SUMMARY.md,archive-only,maintenance area: docs/_archive/2026-03-legacy-prs,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-03-legacy-prs/PR162_VERIFICATION_SUMMARY.md,archive-only,maintenance area: docs/_archive/2026-03-legacy-prs,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-03-legacy-prs/PR98_VERIFICATION_REPORT.md,archive-only,maintenance area: docs/_archive/2026-03-legacy-prs,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-03-legacy-prs/README.md,archive-only,maintenance area: docs/_archive/2026-03-legacy-prs,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/003-workflow-consolidation.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-0016-change-aware-ci.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-007-bit-depth-preservation.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-019-IMPLEMENTATION-STATUS.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-019-INTEGRATION-APPROVAL.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-019-REVISED-DECISION.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-023-post-pr841-hardening.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/_archive/2026-Q1-consolidation/ADR-023-v1.7-amendment.md,archive-only,maintenance area: docs/_archive/2026-Q1-consolidation,docs/governance/DOCUMENTATION_MAP.md,preserve retired evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
